Department,Department Name,Property Id,Property Name,Year Ending,Address 1,City,State/Province,Postal Code,Property GFA - EPA Calculated (Buildings) (ft²),Primary Property Type - Self Selected,Year Built,Electricity Use  Generated from Onsite Renewable Systems and Used Onsite (kWh),Electricity Use - Grid Purchase (kWh),Natural Gas Use (therms),Propane Use (kBtu),Water Use (All Water Sources) (kgal),Percent of Electricity that is Green Power,Green Power - Onsite and Offsite (kWh),Site Energy Use (kBtu),ENERGY STAR Score,LEED Certified,Location
ARB,Air Resources Board,3967232,Haagen-Smit Laboratory,12/31/2014,9528 Telstar Ave,El Monte,California,91731,53797,Laboratory,1971,,1864371.9,11978.39749,,354.1,0%,0,7559077.4,,,"9528 Telstar Ave
El Monte, California 91731
(34.068836, -118.061805)"
CAAM,California African American Museum,4318183,CA African American Museum: 600 State Drive,12/31/2014,600 State Drive,Los Angeles,California,90037,45000,Other - Services,1980,,826639.9,3306.260305,,,0%,0,3151121.7,,,"600 State Drive
Los Angeles, California 90037
(34.016508, -118.284312)"
CADA,Capitol Area Development Authority,1259182,1212-14 P STREET,12/31/2014,1212-14 P STREET,SACRAMENTO,California,95814,7000,Multifamily Housing,1936,,543,,,,0%,0,,,,"1212-14 P STREET
SACRAMENTO, California 95814
"
CADA,Capitol Area Development Authority,1259186,1510 O ST DON CARLOS APARTMENTS,12/31/2014,1510 O STREET,SACRAMENTO,California,95814,4000,Multifamily Housing,1936,,,847.215068,,,,,,,,"1510 O STREET
SACRAMENTO, California 95814
(38.572901, -121.488816)"
CADA,Capitol Area Development Authority,1259248,1325 15TH  ST PARK MANSION APARTMENT COMPLEX,12/31/2014,1325 15TH STREET,SACRAMENTO,California,95814,37000,Multifamily Housing,1928,,135157,,,,0%,0,,,,"1325 15TH STREET
SACRAMENTO, California 95814
(38.574323, -121.488353)"
CADA,Capitol Area Development Authority,1259196,1501 15TH ST DAUGER MANOR,12/31/2014,1501 15TH STREET,SACRAMENTO,California,95814,14100,Multifamily Housing,1938,,7323,,,,0%,0,,,,"1501 15TH STREET
SACRAMENTO, California 95814
(38.572621, -121.489085)"
CADA,Capitol Area Development Authority,1259262,1327 O ST CAPRI APARTMENT COMPLEX,12/31/2014,1327 O STREET,SACRAMENTO,California,95814,5200,Multifamily Housing,1954,,2892,,,,0%,0,,,,"1327 O STREET
SACRAMENTO, California 95814
(38.57338, -121.490631)"
CADA,Capitol Area Development Authority,1259190,1320 N ST SENATOR MANOR APARTMENT COMPLEX,12/31/2014,1320 N STREET,SACRAMENTO,California,95814,16300,Multifamily Housing,1935,,12171,,,,0%,0,,,,"1320 N STREET
SACRAMENTO, California 95814
(38.574507, -121.490295)"
CADA,Capitol Area Development Authority,1259242,1421 15TH ST BIELE PLACE,12/31/2014,1421 15TH STREET,SACRAMENTO,California,95814,24700,Multifamily Housing,1984,,12631,,,,0%,0,,,,"1421 15TH STREET
SACRAMENTO, California 95814
(38.573347, -121.488773)"
CADA,Capitol Area Development Authority,1259268,1330 P ST PALM MANSION,12/31/2014,1330 P STREET,SACRAMENTO,California,95814,15600,Multifamily Housing,1890,,899,,,,0%,0,,,,"1330 P STREET
SACRAMENTO, California 95814
(38.572246, -121.490944)"
CADA,Capitol Area Development Authority,1259232,1601 16th ST ROOMING HOUSE APARTMENT COMPLEX 16TH STREET,12/31/2014,1601 16th STREET,SACRAMENTO,California,95814,10000,Multifamily Housing,1957,,,,,,,,,,,"1601 16th STREET
SACRAMENTO, California 95814
(38.571168, -121.488234)"
CADA,Capitol Area Development Authority,1259224,1400 N ST DEAN APARTMENTS,12/31/2014,1400 N STREET,SACRAMENTO,California,95814,22400,Multifamily Housing,1929,,22115,14482.33317,,,0%,0,1523689.7,,,"1400 N STREET
SACRAMENTO, California 95814
(38.574307, -121.489549)"
CADA,Capitol Area Development Authority,1259260,1500 N  ST BRANNON COURT,12/31/2014,1500 N STREET,SACRAMENTO,California,95814,30000,Multifamily Housing,1988,,70257,,,,0%,0,,,,"1500 N STREET
SACRAMENTO, California 95814
(38.573895, -121.487999)"
CADA,Capitol Area Development Authority,1259194,1216 P STREET,12/31/2014,1216 P STREET,SACRAMENTO,California,95814,3400,Multifamily Housing,1940,,2312,,,,0%,0,7888.5,,,"1216 P STREET
SACRAMENTO, California 95814
(38.572907, -121.493436)"
CADA,Capitol Area Development Authority,1259238,1317 O ST VALENCIA APARTMENTS,12/31/2014,1317 O STREET,SACRAMENTO,California,95814,7200,Multifamily Housing,1927,,58104,3944.227697,,,0%,0,592673.6,,,"1317 O STREET
SACRAMENTO, California 95814
(38.573452, -121.490892)"
CADA,Capitol Area Development Authority,1259226,1517 N ST CAPITOL GARDENS APARTMENT COMPLEX,12/31/2014,1517 N STREET,SACRAMENTO,California,95814,13500,Multifamily Housing,1939,,,,,,,,,,,"1517 N STREET
SACRAMENTO, California 95814
(38.573845, -121.487814)"
CADA,Capitol Area Development Authority,1259212,1521 12TH STREET APARTMENT COMPLEX,12/31/2014,1521 12TH STREET,SACRAMENTO,California,95814,3000,Multifamily Housing,1948,,1197,,,,0%,0,,,,"1521 12TH STREET
SACRAMENTO, California 95814
(38.573341, -121.493544)"
CADA,Capitol Area Development Authority,1259266,1326 P ST MI CASA,12/31/2014,1326 P STREET,SACRAMENTO,California,95814,15600,Multifamily Housing,1958,,5097,,,,0%,0,,,,"1326 P STREET
SACRAMENTO, California 95814
(38.57228, -121.491072)"
CADA,Capitol Area Development Authority,1259236,1228 O STREET GIBSON ARMS,12/31/2014,1228 O STREET,SACRAMENTO,California,95814,12000,Multifamily Housing,1939,,10508,1316.73001,,,0%,0,167526.3,,,"1228 O STREET
SACRAMENTO, California 95814
(38.573769, -121.492061)"
CADA,Capitol Area Development Authority,1259204,1220 P ST DEUS,12/31/2014,1220 P STREET,SACRAMENTO,California,95814,15600,Multifamily Housing,1958,,2375,,,,0%,0,,,,"1220 P STREET
SACRAMENTO, California 95814
(38.572737, -121.492795)"
CADA,Capitol Area Development Authority,1259256,1515 O ST MORGENSON MANOR APARTMENT COMPLEX,12/31/2014,1515 O STREET,SACRAMENTO,California,95814,10600,Multifamily Housing,1938,,18173,4137.086231,,,0%,0,475714.9,,,"1515 O STREET
SACRAMENTO, California 95814
(38.572745, -121.488231)"
CADA,Capitol Area Development Authority,1259198,1317 15TH ST LOMBARD APARTMENT COMPLEX,12/31/2014,1317 15TH STREET,SACRAMENTO,California,95814,8400,Multifamily Housing,1939,,29691,2493.795623,,,0%,0,350685.3,,,"1317 15TH STREET
SACRAMENTO, California 95814
(38.5745, -121.488282)"
CADA,Capitol Area Development Authority,1259228,1201 P ST DEL CAPRI APARTMENT COMPLEX,12/31/2014,1201 P STREET,SACRAMENTO,California,95814,4550,Multifamily Housing,1955,,3937,,,,0%,0,,,,"1201 P STREET
SACRAMENTO, California 95814
(38.572913, -121.493461)"
CADA,Capitol Area Development Authority,1259230,1414 O ST MOORE MANOR APARTMENT COMPLEX,12/31/2014,1414 O STREET,SACRAMENTO,California,95814,9000,Multifamily Housing,1918,,11598,1611.127967,,,0%,0,200685.2,,,"1414 O STREET
SACRAMENTO, California 95814
(38.573128, -121.489685)"
CADA,Capitol Area Development Authority,1259176,1412 16TH  ST COMMERCIAL/RESIDENTIAL COMPLEX,12/31/2014,1412 16TH STREET,SACRAMENTO,California,95814,4200,Multifamily Housing,1930,,4705,805.529062,,,0%,0,96606.4,,,"1412 16TH STREET
SACRAMENTO, California 95814
(38.573285, -121.487316)"
CADA,Capitol Area Development Authority,1259234,1622 N  ST SHELLY ARMS APARTMENT COMPLEX,12/31/2014,1622 N STREET,SACRAMENTO,California,95814,14000,Multifamily Housing,1950,,31569,7735.685673,,,0%,0,881282,,,"1622 N STREET
SACRAMENTO, California 95814
(38.573448, -121.486275)"
CADA,Capitol Area Development Authority,1259188,1615 P ST LANAI APARTMENTS 1615 P STREET,12/31/2014,1615 P STREET,SACRAMENTO,California,95814,15600,Multifamily Housing,1958,,16742,1269.025755,,,0%,0,184026.3,,,"1615 P STREET
SACRAMENTO, California 95814
(38.571292, -121.487398)"
CADA,Capitol Area Development Authority,1259202,1512 13TH STREET SOUTHWARK,12/31/2014,1512 13TH STREET,SACRAMENTO,California,95814,4900,Multifamily Housing,1938,,2433,,,,0%,0,,,,"1512 13TH STREET
SACRAMENTO, California 95814
(38.573136, -121.49182)"
CADA,Capitol Area Development Authority,1259216,1623 P ST LANAI APARTMENTS 1623 P STREET,12/31/2014,1623 P STREET,SACRAMENTO,California,95814,15600,Multifamily Housing,1958,,4689,,,,0%,0,,,,"1623 P STREET
SACRAMENTO, California 95814
(38.571399, -121.487804)"
CADA,Capitol Area Development Authority,1259220,1330 O ST ABOVE SAM'S MARKET (RETAIL/RESIDENTIAL),12/31/2014,1330 O STREET,SACRAMENTO,California,95814,3800,Multifamily Housing,1916,,,,,,,,,,,"1330 O STREET
SACRAMENTO, California 95814
(38.573341, -121.49049)"
CADA,Capitol Area Development Authority,1259178,17TH STREET COMMONS/MIXED USE,12/31/2014,1631 P STREET,SACRAMENTO,California,95814,4112,Multifamily Housing,1984,,,,,,,,,,,"1631 P STREET
SACRAMENTO, California 95814
(38.571371, -121.487696)"
CADA,Capitol Area Development Authority,1259264,1506 O ST JOHNSTON HOUSE,12/31/2014,1506 O STREET,SACRAMENTO,California,95814,3750,Multifamily Housing,1888,,5355,,,,0%,0,18271.3,,,"1506 O STREET
SACRAMENTO, California 95814
(38.572815, -121.488494)"
CADA,Capitol Area Development Authority,1259222,1316 N ST  LE CHATEAU,12/31/2014,1316 N STREET,SACRAMENTO,California,95814,12600,Multifamily Housing,1946,,9829,,,,0%,0,,,,"1316 N STREET
SACRAMENTO, California 95814
(38.574543, -121.490427)"
CADA,Capitol Area Development Authority,1259240,1500 15TH ST AUSLENDER APARTMENT COMPLEX,12/31/2014,1500 15TH STREET,SACRAMENTO,California,95814,19200,Multifamily Housing,1918,,29050,2693.552805,,,0%,0,368473.9,,,"1500 15TH STREET
SACRAMENTO, California 95814
(38.57272, -121.489044)"
CADA,Capitol Area Development Authority,1259210,1517 12TH STREET APARTMENT COMPLEX,12/31/2014,1517 12TH STREET,SACRAMENTO,California,95814,3850,Multifamily Housing,1947,,1786,660.212904,,,0%,0,72115.1,,,"1517 12TH STREET
SACRAMENTO, California 95814
(38.57345, -121.493492)"
CADA,Capitol Area Development Authority,1259184,1321 Q ST CULJIS DUPLEX,12/31/2014,1321 Q STREET,SACRAMENTO,California,95814,1500,Multifamily Housing,1928,,1425,,,,0%,0,,,,"1321 Q STREET
SACRAMENTO, California 95814
(38.571379, -121.492279)"
CADA,Capitol Area Development Authority,1259254,1522 N ST JUDITH MANOR APARTMENT COMPLEX,12/31/2014,1522 N STREET,SACRAMENTO,California,95814,13500,Multifamily Housing,1949,,20544,8695.1002,,,0%,0,939606.2,,,"1522 N STREET
SACRAMENTO, California 95814
(38.573787, -121.487597)"
CADA,Capitol Area Development Authority,1259250,1619 Q ST ROOMING HOUSE APARTMENT COMPLEX Q STREET,12/31/2014,1619 Q STREET,SACRAMENTO,California,95814,12000,Multifamily Housing,1984,,51197,941.1763537,,,0%,0,268801.8,,,"1619 Q STREET
SACRAMENTO, California 95814
(38.570317, -121.488321)"
CADA,Capitol Area Development Authority,1259246,1215 P ST GIBBS ARMS APARTMENT COMPLEX,12/31/2014,1215 P STREET,SACRAMENTO,California,95814,9000,Multifamily Housing,1949,,1401,,,,0%,0,,,,"1215 P STREET
SACRAMENTO, California 95814
(38.572807, -121.493058)"
CADA,Capitol Area Development Authority,1259180,1506 13TH ST MCCAFFERTY MANOR,12/31/2014,1506 13TH STREET,SACRAMENTO,California,95814,24000,Multifamily Housing,1938,,46885,,,,0%,0,,,,"1506 13TH STREET
SACRAMENTO, California 95814
(38.573358, -121.491726)"
CADA,Capitol Area Development Authority,1259258,1316 O STREET APARTMENT COMPLEX,12/31/2014,1316 O STREET,SACRAMENTO,California,95814,7000,Multifamily Housing,1938,,2500,266.0699991,,,0%,0,35137,,,"1316 O STREET
SACRAMENTO, California 95814
(38.573447, -121.490876)"
CADA,Capitol Area Development Authority,1259214,1625 O STREET APARTMENT COMPLEX,12/31/2014,1625 O STREET,SACRAMENTO,California,95814,8320,Multifamily Housing,1947,,9951,2066.240895,,,0%,0,240576.9,,,"1625 O STREET
SACRAMENTO, California 95814
(38.572303, -121.486604)"
CADA,Capitol Area Development Authority,1259208,1510 15TH ST THE VICTORIAN,12/31/2014,1510 15TH STREET,SACRAMENTO,California,95814,4500,Multifamily Housing,1915,,2117,,,,0%,0,7223.2,,,"1510 15TH STREET
SACRAMENTO, California 95814
(38.572541, -121.489119)"
CADA,Capitol Area Development Authority,1259206,1420 O ST THE STATESMAN APARTMENT COMPLEX,12/31/2014,1420 O STREET,SACRAMENTO,California,95814,22500,Multifamily Housing,1958,,18748,4465.011138,,,0%,0,510469.3,,,"1420 O STREET
SACRAMENTO, California 95814
(38.573076, -121.489484)"
CADA,Capitol Area Development Authority,1259252,1616 N ST GRANTWOOD MANOR APARTMENT COMPLEX,12/31/2014, 1616 N STREET,SACRAMENTO,California,95814,12000,Multifamily Housing,1949,,,1462.800005,,,,,,,,"1616 N STREET
SACRAMENTO, California 95814
(38.573482, -121.486412)"
CADA,Capitol Area Development Authority,1259218,1001-1035 Q ST SOMERSET PARKSIDE APARTMENTS,12/31/2014,1001-1035 Q STREET,SACRAMENTO,California,95814,12000,Multifamily Housing,1985,,5171,,,,0%,0,,,,"1001-1035 Q STREET
SACRAMENTO, California 95814
"
CADA,Capitol Area Development Authority,1259200,1428 14TH ST METROPOL,12/31/2014,1424-28 14TH STREET,SACRAMENTO,California,95814,7350,Multifamily Housing,1928,,15253,,,,0%,0,,,,"1424-28 14TH STREET
SACRAMENTO, California 95814
"
CADA,Capitol Area Development Authority,1259192,1209 P ST WING MANOR APARTMENT COMPLEX,12/31/2014,1209 P STREET,SACRAMENTO,California,95814,5000,Multifamily Housing,1958,,2318,1560.417986,,,0%,0,163950.8,,,"1209 P STREET
SACRAMENTO, California 95814
(38.572942, -121.493569)"
CAL EXPO,California Exposition & State Fair,1250316,CALIFORNIA EXPOSITION AND STATE FAIR,12/31/2014,1600 EXPOSITION BLVD,SACRAMENTO,California,95815,1058336,Other,1968,,8379147.2,75513.51389,,182405,0%,0,36141005,,,"1600 EXPOSITION BLVD
SACRAMENTO, California 95815
(38.59533, -121.43424)"
CAL FIRE,California Department of Forestry and Fire Protection,3939938,CNR-CZU Saratoga Summit FS - 2014 E P Complete,12/31/2014,12900 Skyline Blvd,Los Gatos,California,95030,,Fire Station,1938,,38086.5,,227884,71,0%,0,357835.1,,,"12900 Skyline Blvd
Los Gatos, California 95030
(37.266987, -122.138129)"
CAL FIRE,California Department of Forestry and Fire Protection,3940049,CNR-SHU Whitmore FS 2014 E MPP,12/31/2014, 11787 Ponderosa Way,Whitmore,California,96096,,Fire Station,2012,,44930.8,,,39,0%,0,,,,"11787 Ponderosa Way
Whitmore, California 96096
(40.631036, -121.894937)"
CAL FIRE,California Department of Forestry and Fire Protection,3939949,CNR-HUU Bridgeville FS 2014 E P Complete,12/31/2014,"38737 Kneeland Road, P.O. Box 8",Bridgeville,California,95526,,Fire Station,2012,,18720.6,,0,26.9,0%,0,63874.8,,,"38737 Kneeland Road, P.O. Box 8
Bridgeville, California 95526
(40.47418, -123.796073)"
CAL FIRE,California Department of Forestry and Fire Protection,3940141,CSR-MVU McCain Valley CC 2014 - State-Other MEE no energy meters,12/31/2014,2550 McCain Valley Rd ,Boulevard,California,91905,,Fire Station,1899,,,,,46.1,,,,,,"2550 McCain Valley Rd
Boulevard, California 91905
(32.686413, -116.262536)"
CAL FIRE,California Department of Forestry and Fire Protection,3940022,CNR-NEU Colfax FS MPP 2014 E MPP,12/31/2014,"24020 Fowler Rd, P.O. Box 536",Colfax,California,95713,,Fire Station,2012,,37652.4,,,46.1,0%,0,,,,"24020 Fowler Rd, P.O. Box 536
Colfax, California 95713
(39.0906, -120.949104)"
CAL FIRE,California Department of Forestry and Fire Protection,3940179,CSR-RRU Riverside FS/UH/ECC 2014 E Complete,12/31/2014,210 W. San Jacinto St,Perris,California,92570,,Fire Station,1960,,856817.3,,,83.5,0%,0,2923460.9,,,"210 W. San Jacinto St
Perris, California 92570
(33.786579, -117.229677)"
CAL FIRE,California Department of Forestry and Fire Protection,3940114,CSR-FKU Piedra FS 2014 E MPP CDF,12/31/2014,6185 Elwood Rd,Sanger,California,93557,,Fire Station,1980,,52462.7,,,46.1,0%,0,,,,"6185 Elwood Rd
Sanger, California 93557
(36.787756, -119.301367)"
CAL FIRE,California Department of Forestry and Fire Protection,3940010,CNR-MEU Woodlands FS - 2014 E P Complete,12/31/2014,41722 Little Lake Rd.,Mendocino,California,95460,,Fire Station,2001,,17649.5,,118220,71,0%,0,178439.9,,,"41722 Little Lake Rd.
Mendocino, California 95460
(39.30949, -123.750173)"
CAL FIRE,California Department of Forestry and Fire Protection,3939916,CNR-BTU Butte Magalia FS 2014 E N P Complete ZZ,12/31/2014,6640 Steiffer Rd.,Magalia,California,95954,,Fire Station,1899,,358750.3,4981.000048,29256,8.6,0%,0,1751412.3,,,"6640 Steiffer Rd.
Magalia, California 95954
(39.853678, -121.585714)"
CAL FIRE,California Department of Forestry and Fire Protection,3940046,CNR-SHU Ono FS 2014 E P Complete,12/31/2014,11514 Platina Road,Igo,California,96001,,Fire Station,1899,,23083.3,,0,30.7,0%,0,78760.1,,,"11514 Platina Road
Igo, California 96001
(40.457624, -122.631881)"
CAL FIRE,California Department of Forestry and Fire Protection,3939939,CNR-CZU Soquel FS/SF - 2014 E P Complete,12/31/2014,4750 Old San Jose Road,Soquel,California,95073,,Fire Station,2014,,26692.5,,82616,30.7,0%,0,173690.7,,,"4750 Old San Jose Road
Soquel, California 95073
(37.046794, -121.938147)"
CAL FIRE,California Department of Forestry and Fire Protection,3940175,CSR-RRU Sage FS 2014 E MPP,12/31/2014,35655 Sage Road,Hemet,California,92544,,Fire Station,1998,,57244.5,,,108.5,0%,0,,,,"35655 Sage Road
Hemet, California 92544
(33.604879, -116.937537)"
CAL FIRE,California Department of Forestry and Fire Protection,3940152,CSR-MVU Miller FS 2014 E MPP,12/31/2014,9127 W. Lilac Rd,Escondico,California,92028,,Fire Station,1967,,8144.1,,,46.1,0%,0,,,,"9127 W. Lilac Rd
Escondico, California 92028
(33.299715, -117.136175)"
CAL FIRE,California Department of Forestry and Fire Protection,3940059,CNR-SKU Deadwood CC 2014 RBO-E/PP Complete CDF & Private,12/31/2014,17140 McAdams Creek Rd,Fort Jones,California,96032,,Fire Station,1960,,,,,1031.9,,,,,,"17140 McAdams Creek Rd
Fort Jones, California 96032
(41.674161, -122.831439)"
CAL FIRE,California Department of Forestry and Fire Protection,3940219,CSR-TUU Tyler Creek (Pine Mountain) FS 2014 E Local govt,12/31/2014,45122 Manter Meadow Drive,California Hot Springs,California,93207,,Fire Station,2014,,20445,,,32,0%,0,69758.3,,,"45122 Manter Meadow Drive
California Hot Springs, California 93207
(35.870581, -118.637226)"
CAL FIRE,California Department of Forestry and Fire Protection,3940070,CNR-TGU Baker FS - 2014 E P Complete,12/31/2014,14800 Bowman,Cottonwood,California,96022,,Fire Station,2014,,12770.9,,23000,39,0%,0,66574.5,,,"14800 Bowman
Cottonwood, California 96022
(40.278587, -122.492395)"
CAL FIRE,California Department of Forestry and Fire Protection,3939958,CNR-HUU Humboldt-Del Norte UH/FS/ECC 2014 E N Complete,12/31/2014,118 North Fortuna Blvd.,Fortuna,California,95540,,Fire Station,1950,,179482.4,3730.774988,,71,0%,0,985471.6,,,"118 North Fortuna Blvd.
Fortuna, California 95540
(40.592451, -124.146855)"
CAL FIRE,California Department of Forestry and Fire Protection,3940077,CNR-TGU Tehama-Glenn UH/FS - 2014 E N Complete ZZ,12/31/2014,604 Antelope Blvd,Red Bluff,California,96080,,Fire Station,1952,,133836.4,5673.999572,,240.2,0%,0,1024049.7,,,"604 Antelope Blvd
Red Bluff, California 96080
(40.18596, -122.204365)"
CAL FIRE,California Department of Forestry and Fire Protection,3939972,CNR-LNU Leesville FS 2014 E P Complete,12/31/2014,2959 Bear Valley Rd.,Stonyford,California,95987,,Fire Station,1970,,12424,,3680,30.7,0%,0,46070.7,,,"2959 Bear Valley Rd.
Stonyford, California 95987
(39.185133, -122.434687)"
CAL FIRE,California Department of Forestry and Fire Protection,3939997,CDF- Davis Nursery ADM - 2014 E N Complete,12/31/2014,5800 Chiles Road,Davis,California,95617,,Fire Station,1899,,113296.6,366.4633502,,21.1,0%,0,423214.3,,,"5800 Chiles Road
Davis, California 95617
(38.556119, -121.678784)"
CAL FIRE,California Department of Forestry and Fire Protection,3940028,CNR-SCU Sunshine FS 2014 E P Complete,12/31/2014,11851 Marsh Creek Rd.,Clayton,California,94517,,Fire Station,1970,,30492.1,,104328,169.1,0%,0,208367,,,"11851 Marsh Creek Rd.
Clayton, California 94517
(37.899035, -121.860773)"
CAL FIRE,California Department of Forestry and Fire Protection,3940041,CNR-SHU Sugar Pine CC 2014 MEE no meter in ES Federal,12/31/2014,15905 Sugar Pine Camp Rd.,Bella Vista,California,96008,,Fire Station,1992,,,,,1680.9,,,,,,"15905 Sugar Pine Camp Rd.
Bella Vista, California 96008
(40.739697, -122.090937)"
CAL FIRE,California Department of Forestry and Fire Protection,3940208,CSR-TCU Sonora FS 2014 E MPP,12/31/2014,2 South Foreast Rd,Sonora,California,95370,,Fire Station,2009,,73651.2,,,55.7,0%,0,,,,"2 South Foreast Rd
Sonora, California 95370
(37.981467, -120.39101)"
CAL FIRE,California Department of Forestry and Fire Protection,3940222,CSR-TUU Springville (Bear Creek) FS 2014 E Complete,12/31/2014,"35659 Hwy 190, Box 798",Springville,California,93265,,Fire Station,1899,,33329.3,,,30.6,0%,0,113719.6,,,"35659 Hwy 190, Box 798
Springville, California 93265
(36.130871, -118.817644)"
CAL FIRE,California Department of Forestry and Fire Protection,3940003,CNR-MEU Covelo FS - 2014 E P Complete,12/31/2014,77251 Covelo Rd.,Covelo,California,95428,,Fire Station,1963,,27743.4,,117116,108.5,0%,0,211776.6,,,"77251 Covelo Rd.
Covelo, California 95428
(39.802277, -123.248065)"
CAL FIRE,California Department of Forestry and Fire Protection,3940223,CSR-TUU Bear Creek FS 2014 E MPP,12/31/2014,39582 Balch Park Rd.,Springville,California,93265,,Fire Station,1978,,52070.9,,,46.1,0%,0,,,,"39582 Balch Park Rd.
Springville, California 93265
(36.199113, -118.804834)"
CAL FIRE,California Department of Forestry and Fire Protection,3939937,CNR-CZU Jamison Creek FS - 2014 E P Complete,12/31/2014,16115 Jamison Creek Rd,Boulder Creek,California,95008,,Fire Station,1992,,18012.7,,70932,30.7,0%,0,132391.4,,,"16115 Jamison Creek Rd
Boulder Creek, California 95008
(37.146631, -122.159548)"
CAL FIRE,California Department of Forestry and Fire Protection,3939912,CNR-AEU Pilot Hill FS - 2014 E P Complete,12/31/2014,4731 Pedro Hill Rd.,Pilot Hill,California,95664,5764,Fire Station,1951,,32206.4,,56672,596.7,0%,0,166560.3,,,"4731 Pedro Hill Rd.
Pilot Hill, California 95664
(38.831824, -121.010048)"
CAL FIRE,California Department of Forestry and Fire Protection,3940074,CNR-TGU Red Bank FS -2014 E P Complete,12/31/2014,15905 Red Bank Rd,Red Bluff,California,96080,,Fire Station,1899,,12756,,24674.4,39,0%,0,68198,,,"15905 Red Bank Rd
Red Bluff, California 96080
(40.105877, -122.445996)"
CAL FIRE,California Department of Forestry and Fire Protection,3939980,CNR-LNU Las Posadas FS - 2014 E P Complete,12/31/2014,755 Las Posadas Rd.,Angwin,California,94508,,Fire Station,2014,,15945.8,,52403.2,30.7,0%,0,106810.4,,,"755 Las Posadas Rd.
Angwin, California 94508
(38.568429, -122.423343)"
CAL FIRE,California Department of Forestry and Fire Protection,3940122,CSR-MMU Bass Lake (old station) FS Federal 2014 No Active Elect Complete,12/31/2014,39900 Road 222,Bass Lake,California,93644,1200,Fire Station,1899,,,,,46.1,,,,,,"39900 Road 222
Bass Lake, California 93644
(37.324654, -119.579847)"
CAL FIRE,California Department of Forestry and Fire Protection,3939929,CNR N. Region Hdqs Airport Rd RHQ - 2014 E N Complete ZZ,12/31/2014,6105 Airport Rd.,Redding,California,96002,,Fire Station,1951,,246960,433.0000262,,8.6,0%,0,885927.6,,,"6105 Airport Rd.
Redding, California 96002
(40.51437, -122.302746)"
CAL FIRE,California Department of Forestry and Fire Protection,3940210,CSR-TCU Valley Springs FS 2014 E MPP,12/31/2014,1855 New Hogan Parkway,Valley Springs,California,95255,,Fire Station,1982,,25685.9,,,30.7,0%,0,,,,"1855 New Hogan Parkway
Valley Springs, California 95255
(38.175241, -120.885559)"
CAL FIRE,California Department of Forestry and Fire Protection,3940052,CNR-SHU Whitmore (Latour?) FS 2014 E P Complete,12/31/2014,11787 Ponderosa Way,Whitmore,California,96096,,Fire Station,1899,,44930.8,,65283.2,39,0%,0,218587.2,,,"11787 Ponderosa Way
Whitmore, California 96096
(40.631036, -121.894937)"
CAL FIRE,California Department of Forestry and Fire Protection,3940050,CNR-SHU Redding FS/AAB 2014 E Complete Federal,12/31/2014,6101 Airport Rd,Redding,California,96002,,Fire Station,1999,,102105,,,680,0%,0,348382.2,,,"6101 Airport Rd
Redding, California 96002
(40.51443, -122.302746)"
CAL FIRE,California Department of Forestry and Fire Protection,3940173,CSR-RRU Corona FS 2014 E N Complete,12/31/2014,1511 Hamner Ave,Norco,California,92860,,Fire Station,1967,,41590.5,822.000003,,34.6,0%,0,224106.7,,,"1511 Hamner Ave
Norco, California 92860
(33.903661, -117.562032)"
CAL FIRE,California Department of Forestry and Fire Protection,3940000,CNR-MEU Chamberlain Creek CC - 2014 E Partial RBO-E/NG Complete CDF,12/31/2014,15800 Hwy 20,Fort Bragg,California,95437,1000,Fire Station,1959,,1063.5,,,4795.2,0%,0,3628.7,,,"15800 Hwy 20
Fort Bragg, California 95437
(39.375879, -123.685051)"
CAL FIRE,California Department of Forestry and Fire Protection,3940182,CSR-SLU Paso Robles AAB 2014 E MNG - SoCalGas,12/31/2014,3403 Taxiway A,Paso Robles,California,93446,,Fire Station,1994,,68496.3,,,680,0%,0,,,,"3403 Taxiway A
Paso Robles, California 93446
(35.670148, -120.63859)"
CAL FIRE,California Department of Forestry and Fire Protection,3939918,CNR-BTU Cohasset FS - 2014 E P Complete,12/31/2014,9868 Cohasset Road,Chico,California,95926,,Fire Station,1998,,24965.1,,93104,30.7,0%,0,178284.8,,,"9868 Cohasset Road
Chico, California 95926
(39.924483, -121.732808)"
CAL FIRE,California Department of Forestry and Fire Protection,3939941,CNR-CZU Ben Lomond CC - 2014 E  CDF,12/31/2014,13575 Empire Grade,Santa Cruz,California,95060,,Fire Station,1956,,21492.5,,,927.1,0%,0,73332.3,,,"13575 Empire Grade
Santa Cruz, California 95060
(37.130401, -122.167397)"
CAL FIRE,California Department of Forestry and Fire Protection,3940090,CSR-BDU Yucaipa FS 2014 E - MPP,12/31/2014,11416 Bryant Street,Yucaipa,California,92399,,Fire Station,1899,,65943.4,,,83.5,0%,0,,,,"11416 Bryant Street
Yucaipa, California 92399
(34.046291, -117.034483)"
CAL FIRE,California Department of Forestry and Fire Protection,3940174,CSR-RRU Elsinore FS 2014 E N Complete,12/31/2014,410 W. Graham Ave,Lake Elisinore,California,92530,,Fire Station,1946,,53655.9,1108.999977,,121,0%,0,293974,,,"410 W. Graham Ave
Lake Elisinore, California 92530
(33.669178, -117.331767)"
